"genre","publisher","developer","critic_score","release_date","total_sales","release_Month"
"Puzzle","Dymchick1","Dymchick1",NA,2016-06-04,NA,6
"Puzzle","Cleverweek","Cleverweek",NA,2016-11-15,NA,11
"Puzzle","ThinkOfGames","ThinkOfGames",NA,2016-06-06,NA,6
"Puzzle","Rainbow Games","Rainbow Games",NA,2013-10-04,NA,10
"Puzzle","Secret Exit Ltd.","Secret Exit Ltd.",NA,2010-11-16,NA,11
"Puzzle","Jetdogs Studios","Jetdogs Studios",NA,2014-12-22,NA,12
"Puzzle","Siberian Digital","Igrodelsky",NA,2016-04-29,NA,4
"Puzzle","Lupus Studios Limited","Locked Door Puzzle",NA,2013-04-24,NA,4
"Puzzle","DL Softworks","DL Softworks",NA,2016-02-19,NA,2
"Puzzle","Ocean Software","ZeroBit Games",NA,2016-05-13,NA,5
"Puzzle","OneBigGame","Zoe Mode",NA,2010-09-06,NA,9
"Puzzle","Rock Path Collective","Triple-Star Studio",NA,2016-11-18,NA,11
"Puzzle","Unknown","Unknown",NA,2017-03-10,NA,3
"Puzzle","Matthew Brown","Matthew Brown",NA,2014-09-01,NA,9
"Puzzle","Blender Games","Blender Games",NA,2017-03-14,NA,3
"Puzzle","Disney Interactive Studios","Westwood Associates",NA,1991-01-01,NA,1
"Puzzle","Miles Computing","Cliff Johnson",NA,1987-01-01,NA,1
"Puzzle","Trilobyte","Trilobyte",NA,1996-11-18,NA,11
"Puzzle","Alawar Entertainment","FlyWheel Games",NA,2008-11-01,NA,11
"Puzzle","Red Mile Entertainment","Nevosoft",NA,2006-09-07,NA,9
"Puzzle","100 Gates","Unknown",NA,2014-08-14,NA,8
"Puzzle","SelectSoft","SelectSoft",7,2011-10-13,NA,10
"Puzzle","Teyon Entertainment","Teyon Entertainment",NA,2010-05-03,NA,5
"Puzzle","Unknown","Nordcurrent",2.5,NA,NA,NA
"Puzzle","Microsoft","Snowcap Games",NA,2009-08-28,NA,8
"Puzzle","Tasuke","Tasuke",NA,2007-08-09,NA,8
"Puzzle","Sega","Sega",NA,2005-11-11,NA,11
"Puzzle","Cosmigo","Ketchapp",NA,2014-06-19,NA,6
"Puzzle","Unknown","Neuland Multimedia",NA,2010-07-09,NA,7
"Puzzle","Nintendo","Tikipod",NA,1996-03-22,NA,3
"Puzzle","SilverStar","SilverStarJapan",NA,2011-06-07,NA,6
"Puzzle","Psygnosis","Clockwork Games",NA,1995-07-31,NA,7
"Puzzle","Psygnosis","Clockwork Games",NA,1996-01-01,NA,1
"Puzzle","Sanuk Games","Sanuk Games",NA,2011-04-12,NA,4
"Puzzle","Sanuk Games","Sanuk Games",NA,2011-05-23,NA,5
"Puzzle","Playrix Entertainment","Boolat Games",NA,2011-08-30,NA,8
"Puzzle","cerasus.media","cerasus.media GmbH",NA,2011-03-14,NA,3
"Puzzle","Cosmonaut Games","Cosmonaut Games",NA,2009-07-20,NA,7
"Puzzle","Cosmigo","GameOn GmbH",NA,2011-02-07,NA,2
"Puzzle","Mumbo Jumbo","Hot Lava Games",5.4,2009-04-01,NA,4
"Puzzle","Mumbo Jumbo","Hot Lava Games",NA,2007-11-20,NA,11
"Puzzle","Mumbo Jumbo","MumboJumbo",NA,2008-10-24,NA,10
"Puzzle","High Horse Entertainment","Black Lantern Studios",NA,2011-04-04,NA,4
"Puzzle","Nintendo","Brownie Brown",NA,2010-06-14,NA,6
"Puzzle","Microsoft","arcarocket",NA,2009-06-11,NA,6
"Puzzle","Tecmo Koei","Tecmo Koei Holdings",NA,2010-05-17,NA,5
"Puzzle","Unknown","Twilight Games",NA,2001-05-08,NA,5
"Puzzle","Unknown","KraiSoft Entertainment",NA,2008-01-01,NA,1
"Puzzle","Tasuke","Tasuke",NA,2010-07-26,NA,7
"Puzzle","Microsoft","lutas",NA,2008-11-15,NA,11
"Puzzle","Myth People","Myth People",NA,2007-01-10,NA,1
"Puzzle","Gamelion Studios","Gamelion",NA,2011-10-27,NA,10
"Puzzle","Salu","Salu",NA,1992-01-01,NA,1
"Puzzle","Sunsoft","Probe Software",NA,1994-11-01,NA,11
"Puzzle","Sony Computer Entertainment","SCEI",NA,2000-02-03,NA,2
"Puzzle","BiP Media","BiP media",NA,2010-05-24,NA,5
"Puzzle","Unknown","Focus on the Family",NA,1998-01-01,NA,1
"Puzzle","HAL Laboratory","HAL Laboratory",NA,2007-08-06,NA,8
"Puzzle","Nintendo","HAL Laboratory",NA,1995-01-01,NA,1
"Puzzle","HAL Laboratory","HAL Laboratory",NA,1990-03-01,NA,3
"Puzzle","HAL Laboratory","HAL Laboratory",NA,2007-01-21,NA,1
"Puzzle","HAL Laboratory","HAL Laboratory",NA,1991-09-01,NA,9
"Puzzle","Microsoft","Excalibur Studios",NA,2009-11-16,NA,11
"Puzzle","Abylight","Abylight",7.5,2011-07-14,NA,7
"Puzzle","Acute Entertainment","Acute Entertainment, Inc.,",NA,2010-03-17,NA,3
"Puzzle","Ateam","Ateam",NA,2009-11-02,NA,11
"Puzzle","Microsoft","Aeon",NA,2009-02-27,NA,2
"Puzzle","Arcade Lab","Arcade Lab",NA,2007-07-11,NA,7
"Puzzle","Mastertronic","Just Flight",NA,2011-01-17,NA,1
"Puzzle","Microsoft","Swampopus",NA,2009-09-30,NA,9
"Puzzle","Nintendo","Nintendo R&D1 / Intelligent Systems",NA,2011-06-06,NA,6
"Puzzle","Mad Monkey Studio","Mad Monkey Studio",9,2010-04-12,NA,4
"Puzzle","Microsoft","Hotwave Games",NA,2009-01-08,NA,1
"Puzzle","Sony Imagesoft","Software Creations",NA,1991-09-01,NA,9
"Puzzle","PopCap Games","SpinTop Games / PopCap",NA,2008-09-17,NA,9
"Puzzle","PopCap Games","PopCap",NA,2011-08-05,NA,8
"Puzzle","Atlus","Atlus Co.",NA,1992-02-01,NA,2
"Puzzle","Microsoft","XtianP",NA,2008-12-31,NA,12
"Puzzle","Maximum Games","Barnstorm Games",NA,2012-11-16,NA,11
"Puzzle","Maximum Games","Barnstorm Games",NA,2012-11-13,NA,11
"Puzzle","Midas Interactive Entertainment","The Code Monkeys",NA,2001-04-06,NA,4
"Puzzle","SilverStar","SilverStarJapan",NA,2011-06-07,NA,6
"Puzzle","Unknown","Chillingo",NA,2020-12-31,NA,12
"Puzzle","Rovio Mobile","Exient Entertainment",NA,2013-10-15,NA,10
"Puzzle","Activision","Rovio Mobile",NA,2012-09-25,NA,9
"Puzzle","Unknown","Chillingo",NA,2020-12-31,NA,12
"Puzzle","Chillingo","Abstraction Games",7.5,2011-01-04,NA,1
"Puzzle","Activision","FUN Labs",NA,2013-08-13,NA,8
"Puzzle","Little Worlds Studio","Little Worlds Studio",NA,2010-06-28,NA,6
"Puzzle","Aksys Games","CIRCLE Entertainment",NA,2010-01-04,NA,1
"Puzzle","Ignition Entertainment","Awesome Developments, Ltd.",NA,2003-09-19,NA,9
"Puzzle","Unknown","oh-four-hundred",NA,2011-08-04,NA,8
"Puzzle","Unknown","EKO System",NA,2010-10-19,NA,10
"Puzzle","Neko Entertainment","EKO System",NA,2010-04-08,NA,4
"Puzzle","Unknown","EKO System",NA,NA,NA,NA
"Puzzle","Valcon Games","Mere Mortals",NA,2010-12-07,NA,12
"Puzzle","NCS","Masaya",NA,1994-03-25,NA,3
"Puzzle","Data East","Data East",NA,2011-11-01,NA,11
"Puzzle","Ignition Entertainment","Awesome Studios",7.7,2008-12-03,NA,12
"Puzzle","Unknown","Pavel Tovarys",NA,2010-07-14,NA,7
"Puzzle","Eidos Interactive","Eiconic Games",NA,2010-08-03,NA,8
"Puzzle","Teyon Entertainment","Teyon Entertainment",NA,2011-02-21,NA,2
"Puzzle","Tecmo","Tecmo",NA,2010-02-03,NA,2
"Puzzle","Taito","Taito Corporation",NA,1988-01-01,NA,1
"Puzzle","Taito","Taito Corporation",NA,1987-08-01,NA,8
"Puzzle","Taito","Taito Corporation",NA,1988-03-08,NA,3
"Puzzle","Taito","NovaLogic",NA,1989-01-01,NA,1
"Puzzle","Taito","Taito Corporation",NA,2009-05-06,NA,5
"Puzzle","Taito","Taito Corporation",NA,2009-09-28,NA,9
"Puzzle","Taito","Taito Corporation",NA,1999-07-01,NA,7
"Puzzle","Taito","Taito Corporation",NA,2008-07-23,NA,7
"Puzzle","Taito","Taito Corporation",NA,1997-08-07,NA,8
"Puzzle","Nintendo","Taito Corporation",NA,1997-11-01,NA,11
"Puzzle","Microsoft","Arkedo",NA,2009-10-23,NA,10
"Puzzle","Unknown","Peter Stock",9,NA,NA,NA
"Puzzle","Microsoft","North Squard",NA,2009-08-27,NA,8
"Puzzle","Sega","Sega",NA,1991-01-01,NA,1
"Puzzle","Shin'en","Shin'en Multimedia",NA,2010-02-15,NA,2
"Puzzle","Unknown","skip Ltd.",NA,NA,NA,NA
"Puzzle","Nintendo","skip Ltd.",7.5,2009-04-05,NA,4
"Puzzle","Nintendo","skip Ltd.",NA,2009-07-06,NA,7
"Puzzle","Nintendo","skip Ltd.",NA,2009-06-22,NA,6
"Puzzle","Nintendo","skip Ltd.",NA,2008-10-13,NA,10
"Puzzle","Nintendo","Q-Games",NA,2009-11-16,NA,11
"Puzzle","Nintendo","skip Ltd.",7.8,2008-09-29,NA,9
"Puzzle","Nintendo","skip Ltd.",7.7,2009-05-18,NA,5
"Puzzle","Nintendo","skip Ltd.",NA,2009-08-03,NA,8
"Puzzle","Nintendo","skip Ltd.",NA,2008-10-27,NA,10
"Puzzle","Nintendo","skip Ltd.",NA,2010-06-21,NA,6
"Puzzle","Nintendo","skip Ltd.",NA,2009-07-20,NA,7
"Puzzle","Capcom","Capcom",NA,1996-08-30,NA,8
"Puzzle","Capcom","Capcom",NA,1996-08-30,NA,8
"Puzzle","Electronic Arts","SilverStar Japan",NA,2007-03-01,NA,3
"Puzzle","Microsoft","Hoelkosoft",NA,2011-08-26,NA,8
"Puzzle","Microsoft","LoneWolf Studios",NA,2011-07-24,NA,7
"Puzzle","Sudden Games","Sudden Games LLC",NA,2010-09-27,NA,9
"Puzzle","Unknown","Sudden Games LLC",NA,NA,NA,NA
"Puzzle","Microsoft","PinoEire",NA,2009-10-18,NA,10
"Puzzle","Oberon Media","PopCap Games",7.4,2006-03-22,NA,3
"Puzzle","PopCap Games","Oberon Media",NA,2006-08-30,NA,8
"Puzzle","Mumbo Jumbo","Bit Barons",NA,2011-01-26,NA,1
"Puzzle","Digital Works Entertainment","Digital Works Entertainment",NA,2007-04-26,NA,4
"Puzzle","MegaCyber","MegaCyber",NA,2006-06-29,NA,6
"Puzzle","Maximum Games","rokapublish",NA,2014-04-15,NA,4
"Puzzle","Phoenix Games","The Code Monkeys",NA,2003-01-01,NA,1
"Puzzle","Interplay","Interplay Entertainment",NA,1997-07-31,NA,7
"Puzzle","Hudson Soft","Hudson Soft",NA,1991-10-01,NA,10
"Puzzle","Tasuke","Tasuke",NA,2009-10-07,NA,10
"Puzzle","Cipher Prime","Cipher Prime",NA,2009-01-01,NA,1
"Puzzle","Unknown","Cipher Prime",NA,2020-12-31,NA,12
"Puzzle","Zoo Games","Cipher Prime",NA,2011-01-04,NA,1
"Puzzle","Zoo Games","Cipher Prime",7.8,2010-11-23,NA,11
"Puzzle","Unknown","Reflexive Entertainment",NA,NA,NA,NA
"Puzzle","Unknown","Object Vision Software",7,2011-09-22,NA,9
"Puzzle","Myth People","Myth People",NA,2007-12-19,NA,12
"Puzzle","Unknown","Playlogic",NA,NA,NA,NA
"Puzzle","Microsoft","Azubi",NA,2009-09-16,NA,9
"Puzzle","Namco","Namco",NA,1986-07-18,NA,7
"Puzzle","StormBASIC","StormBasic Games",NA,2011-06-02,NA,6
"Puzzle","Unknown","Surreal Software",NA,NA,NA,NA
"Puzzle","Bedtime Digital Games","Bedtime Digital Games",NA,2014-08-06,NA,8
"Puzzle","Atari","Atari",NA,1978-01-01,NA,1
"Puzzle","Sega","Sega-AM2",NA,1996-11-27,NA,11
"Puzzle","Tec Toy","Tec Toy",NA,1998-01-01,NA,1
"Puzzle","Sega","Minato Giken",NA,1996-01-01,NA,1
"Puzzle","Banpresto","Banpresto",NA,1996-10-25,NA,10
"Puzzle","Alpha Unit","Alpha Unit",NA,2008-11-11,NA,11
"Puzzle","Teyon Entertainment","Teyon Entertainment",NA,2009-12-07,NA,12
"Puzzle","Atari","Atari",NA,1999-10-31,NA,10
"Puzzle","Microsoft","Creative Cog Games",NA,2009-11-25,NA,11
"Puzzle","UFO Interactive","UFO Interactive",NA,2010-07-12,NA,7
"Puzzle","Microsoft","David Tse",NA,2011-09-15,NA,9
"Puzzle","Engine Software","Engine Software",NA,2010-04-19,NA,4
"Puzzle","Unknown","Icon Games Entertainment Ltd",NA,2011-09-06,NA,9
"Puzzle","Microsoft","JamesH",NA,2009-01-14,NA,1
"Puzzle","Dai Nippon Printing","Dai Nippon Printing",NA,1995-01-01,NA,1
"Puzzle","Hudson Soft","Hudson Soft",NA,2007-04-23,NA,4
"Puzzle","Hudson Soft","Hudson Soft",NA,1993-02-10,NA,2
"Puzzle","Unknown","EnjoyUp Games",NA,NA,NA,NA
"Puzzle","Success","Success",NA,2002-10-24,NA,10
"Puzzle","Microsoft","StudioGuineaPig",NA,2009-02-11,NA,2
"Puzzle","Unknown","Seed9",NA,NA,NA,NA
"Puzzle","Unknown","Immersive Games",NA,2010-06-15,NA,6
"Puzzle","Microsoft","Aaron Ramsey",NA,2009-04-02,NA,4
"Puzzle","Namco Bandai","Now Production",NA,2010-02-16,NA,2
"Puzzle","Sony Online Entertainment","PopCap Games",NA,2009-01-29,NA,1
"Puzzle","PopCap Games","PopCap Games",NA,2010-06-14,NA,6
"Puzzle","Sony Online Entertainment","PopCap Games",NA,2010-06-29,NA,6
"Puzzle","Oberon Media","PopCap Games",6.9,2005-11-22,NA,11
"Puzzle","PopCap Games","PopCap Games",NA,2011-10-19,NA,10
"Puzzle","Unknown","PopCap Games",NA,NA,NA,NA
"Puzzle","PopCap Games","Torpex Games",7.2,2011-02-23,NA,2
"Puzzle","PopCap Games","PopCap Games",NA,2004-01-01,NA,1
"Puzzle","PopCap Games","Griptonite Games",NA,2009-12-14,NA,12
"Puzzle","Jason Rohrer","Jason Rohrer",NA,2008-11-13,NA,11
"Puzzle","Microsoft","mitabo",NA,2011-07-05,NA,7
"Puzzle","Nintendo","Reflexive Entertainment",NA,2008-12-15,NA,12
"Puzzle","PopCap Games","PopCap",NA,2006-08-30,NA,8
"Puzzle","505 Games","505 Games",NA,2009-04-24,NA,4
"Puzzle","Unknown","Unknown",NA,2014-08-27,NA,8
"Puzzle","Nintendo","Nintendo",NA,2009-04-05,NA,4
"Puzzle","Bandai","Tom Create",NA,1994-07-15,NA,7
"Puzzle","Bandai","Tom Create",NA,1995-02-24,NA,2
"Puzzle","Bandai","Tom Create",NA,1995-12-08,NA,12
"Puzzle","Bandai","Tom Create",NA,1996-09-27,NA,9
"Puzzle","Nintendo","skip Ltd.",NA,2006-07-27,NA,7
"Puzzle","Nintendo","Q-Games",NA,2006-07-27,NA,7
"Puzzle","Nintendo","skip Ltd.",NA,2006-07-27,NA,7
"Puzzle","Nintendo","skip Ltd.",NA,2006-07-27,NA,7
"Puzzle","Nintendo","skip Ltd.",NA,2006-07-27,NA,7
"Puzzle","MACHINE Studios LLC","Unconditional Studios LLC",NA,2010-01-25,NA,1
"Puzzle","Mindscape","Illusions Game Company",NA,1996-10-31,NA,10
"Puzzle","Codemasters","PomPom Games",5.7,2009-02-05,NA,2
"Puzzle","Codemasters Online","PomPom Games",5.3,2008-03-12,NA,3
"Puzzle","Phoenix Games","Marvelous Interactive",NA,2003-08-08,NA,8
"Puzzle","Gamelion Studios","Gamelion Studios",NA,2011-06-02,NA,6
"Puzzle","Unknown","EnjoyGaming",NA,NA,NA,NA
"Puzzle","Konami","Konami",NA,1986-12-13,NA,12
"Puzzle","Pow","Pow",NA,1995-12-29,NA,12
"Puzzle","Electronic Arts","California Dreams",NA,1991-01-01,NA,1
"Puzzle","Unknown","Bitfield",NA,2011-08-18,NA,8
"Puzzle","Natsume","Athena",NA,2003-08-04,NA,8
"Puzzle","Sony Computer Entertainment","Athena",NA,2010-11-30,NA,11
"Puzzle","Unknown","Cosmigo",NA,NA,NA,NA
"Puzzle","Unknown","IndiePubGames",NA,NA,NA,NA
"Puzzle","Microsoft","Moltensoft",NA,2011-09-02,NA,9
"Puzzle","Tonkin House","Tonkin House",NA,1990-04-20,NA,4
"Puzzle","Tonkin House","Tonkin House",NA,1990-08-11,NA,8
"Puzzle","RCMADIAX","RCMADIAX",NA,2014-03-06,NA,3
"Puzzle","Unknown","Robotube Games",NA,2020-12-31,NA,12
"Puzzle","Gameloft","Gameloft",NA,2010-12-21,NA,12
"Puzzle","Irem Software Engineering","Irem Software Engineering",NA,2005-11-17,NA,11
"Puzzle","Mumbo Jumbo","MumboJumbo",NA,2008-05-26,NA,5
"Puzzle","Hands On Mobile","Bloober Team",NA,2010-02-08,NA,2
"Puzzle","Hands On Mobile","Bloober Team",NA,2009-11-23,NA,11
"Puzzle","Hands On Mobile","Bloober Team",NA,2010-05-03,NA,5
"Puzzle","Vector 2 Games","David Flook",NA,2008-11-17,NA,11
"Puzzle","Microsoft","Stegersaurus Games 2",NA,2011-08-12,NA,8
"Puzzle","Relentless Software","Relentless Software",NA,2010-03-25,NA,3
"Puzzle","Relentless Software","Relentless Software",NA,2010-12-03,NA,12
"Puzzle","Relentless Software","Relentless Software",NA,2009-12-17,NA,12
"Puzzle","Hasbro Interactive","Hasbro Interactive",NA,1997-09-30,NA,9
"Puzzle","Parker Bros.","Sculptured Software",NA,1992-02-01,NA,2
"Puzzle","RealArcade","NinjaBee",NA,2008-11-24,NA,11
"Puzzle","Namco Bandai","Bandai Namco Games",NA,2008-06-26,NA,6
"Puzzle","Microsoft","Evolution Dreams Studio",NA,2009-04-25,NA,4
"Puzzle","Nokia","Hudson Soft",5.4,2004-08-04,NA,8
"Puzzle","Turbo Technologies","Hudson Soft",NA,1990-01-01,NA,1
"Puzzle","Interchannel","Hudson Soft",NA,1993-01-01,NA,1
"Puzzle","Turbo Technologies","Hudson Soft",NA,2006-11-21,NA,11
"Puzzle","Hudson Soft","Hudson Soft",NA,1993-12-10,NA,12
"Puzzle","Hudson Soft","Hudson Soft",NA,2011-06-02,NA,6
"Puzzle","Hudson Soft","Hudson Soft",NA,2009-03-23,NA,3
"Puzzle","Hudson Soft","Racjin",NA,2001-12-20,NA,12
"Puzzle","Hudson Entertainment","Hudson Soft",8.1,2008-09-29,NA,9
"Puzzle","Hudson Soft","Hudson Soft",NA,2009-11-09,NA,11
"Puzzle","Konami","Hudson Soft",NA,2003-03-24,NA,3
"Puzzle","Hudson Soft","Hudson Soft",NA,1996-07-21,NA,7
"Puzzle","Hudson Soft","Hudson Soft",NA,1995-04-01,NA,4
"Puzzle","Hudson Soft","Hudson Soft",NA,1996-12-20,NA,12
"Puzzle","Hudson Soft","Hudson Soft",NA,2002-12-19,NA,12
"Puzzle","Hudson Soft","Hudson Soft",NA,2010-11-23,NA,11
"Puzzle","Hudson Soft","Pi Studios",7.3,2010-12-08,NA,12
"Puzzle","Unknown","Pi Studios",NA,NA,NA,NA
"Puzzle","Vatical Entertainment","Hudson Soft",NA,2000-05-14,NA,5
"Puzzle","Sega","Hudson Soft",8.4,2001-10-30,NA,10
"Puzzle","MGame","Hudson Soft",NA,2008-01-01,NA,1
"Puzzle","Sony Computer Entertainment","Metro",NA,2009-12-10,NA,12
"Puzzle","Hudson Soft","Hudson Soft",8,2009-06-11,NA,6
"Puzzle","Unknown","Pi Studios",NA,NA,NA,NA
"Puzzle","Hudson Entertainment","Hudson Soft",NA,2008-03-18,NA,3
"Puzzle","Hudson Soft","Hudson Soft",NA,2005-06-23,NA,6
"Puzzle","Hudson Soft","Hudson Soft",NA,1994-12-22,NA,12
"Puzzle","Sierra Online","Artech Studios",NA,2008-05-13,NA,5
"Puzzle","Sierra Online","Artech Studios",6.5,2008-01-16,NA,1
"Puzzle","Electronic Arts","PopCap Games",NA,2009-11-30,NA,11
"Puzzle","PopCap Games","PopCap Games",8.3,2009-07-30,NA,7
"Puzzle","Electronic Arts","Bizarre Creations",6.3,2007-04-11,NA,4
"Puzzle","Gamelion Studios","Gamelion Studios",NA,2011-02-07,NA,2
"Puzzle","Unknown","Katana Games",NA,2007-03-19,NA,3
"Puzzle","Microsoft","trufun101",NA,2009-06-25,NA,6
"Puzzle","JVC","First Star Software",NA,1990-06-01,NA,6
"Puzzle","Commodore","First Star Software",NA,2009-06-01,NA,6
"Puzzle","Nintendo","Beam Software",NA,1990-01-01,NA,1
"Puzzle","First Star Software","First Star Software",NA,1984-01-01,NA,1
"Puzzle","Epyx","IBID, Inc.",NA,1987-01-01,NA,1
"Puzzle","First Star Software","First Star Software",NA,1986-01-01,NA,1
"Puzzle","Kalypso","Catnip Games",7.6,2011-07-13,NA,7
"Puzzle","Giant Media Group","Catnip Games",NA,2012-09-25,NA,9
"Puzzle","Unknown","10tacle Studios AG",NA,NA,NA,NA
"Puzzle","Enjoy Gaming","Enjoy Gaming Ltd",NA,2010-05-03,NA,5
"Puzzle","FCI","Thinking Rabbit",NA,1990-02-01,NA,2
"Puzzle","FCI","Thinking Rabbit",NA,1992-06-01,NA,6
"Puzzle","NEC","Media Rings",NA,1990-01-01,NA,1
"Puzzle","Nintendo","Nintendo SDD",NA,2009-08-17,NA,8
"Puzzle","Electro Brain","Gremlin Interactive",NA,1991-11-02,NA,11
"Puzzle","Agetec","Suzak / Nicoli",NA,2007-06-15,NA,6
"Puzzle","Gameloft","Gameloft",NA,2009-07-13,NA,7
"Puzzle","Unknown","Gameloft",NA,NA,NA,NA
"Puzzle","Microsoft","Eicus Software",NA,2009-02-03,NA,2
"Puzzle","Acclaim Entertainment","Visual Impact",NA,1998-03-01,NA,3
"Puzzle","Enjoy Gaming","Enjoy Gaming",NA,2010-04-26,NA,4
"Puzzle","Enjoy Gaming","Enjoy Gaming",NA,2010-06-28,NA,6
"Puzzle","Unknown","Enjoy Gaming Ltd",NA,NA,NA,NA
"Puzzle","Microsoft","Hudzilla",NA,2008-11-19,NA,11
"Puzzle","Ubisoft","Ubisoft",NA,2007-09-25,NA,9
"Puzzle","Hands On Mobile","Hands On Mobile Inc.",NA,2009-10-01,NA,10
"Puzzle","Storm City Games","Storm City Entertainment",NA,NA,NA,NA
"Puzzle","Simon & Schuster Interactive","Onscreen Interactive Ltd.",NA,2002-10-10,NA,10
"Puzzle","Bulkypix","Bulkypix",NA,2014-08-06,NA,8
"Puzzle","Microsoft","duality72",NA,2009-04-09,NA,4
"Puzzle","Atari","Atari",NA,1978-01-01,NA,1
"Puzzle","Atari","Supersonic Software",NA,2000-10-06,NA,10
"Puzzle","Telegames","L4 Software",NA,1996-12-01,NA,12
"Puzzle","Oberon Media","Nurium Games",NA,2004-11-15,NA,11
"Puzzle","Beatshapers","Beatshapers",7,2010-03-18,NA,3
"Puzzle","Shoeisha","Shoeisha",NA,1995-12-01,NA,12
"Puzzle","Spectrum Holobyte","Artech Digital Entertainment",NA,1995-01-01,NA,1
"Puzzle","BMG Interactive Entertainment","Shoeisha",NA,1995-09-22,NA,9
"Puzzle","Spectrum Holobyte","Realtime Associates",NA,1995-01-01,NA,1
"Puzzle","Office Create","Unknown",NA,2002-04-25,NA,4
"Puzzle","Big Ben Interactive","Bigben Interactive",NA,2011-06-21,NA,6
"Puzzle","505 Games","Access",NA,2006-02-01,NA,2
"Puzzle","Unknown","Unknown",NA,2014-06-26,NA,6
"Puzzle","Microsoft","Running Pixel",NA,2009-02-17,NA,2
"Puzzle","Unknown","Cosmigo",NA,2011-09-15,NA,9
"Puzzle","Nintendo","Steel Penny Games",NA,2008-12-08,NA,12
"Puzzle","Panesian","Panesian",NA,1991-01-01,NA,1
"Puzzle","Acclaim Entertainment","Probe Entertainment Ltd.",NA,1996-09-30,NA,9
"Puzzle","Acclaim Entertainment","Probe Entertainment Ltd.",NA,1996-01-01,NA,1
"Puzzle","Metro 3D","Dreams",NA,1999-01-01,NA,1
"Puzzle","Taito","Taito Corporation",7.5,2009-09-16,NA,9
"Puzzle","Taito","Taito Corporation",NA,1993-08-01,NA,8
"Puzzle","Natsume","Taito Corporation",NA,1993-07-01,NA,7
"Puzzle","Creat Studio","Creat Studios",6,2009-11-11,NA,11
"Puzzle","Shoeisha","Unknown",NA,1996-10-25,NA,10
"Puzzle","Merscom LLC","Absolutist Ltd.",NA,2006-01-01,NA,1
"Puzzle","Microsoft","Absolutist Ltd.",6.7,2008-05-28,NA,5
"Puzzle","Data East","Data East",NA,1987-05-01,NA,5
"Puzzle","Unknown","Big Blue Bubble Inc.",6,NA,NA,NA
"Puzzle","Logic","G-Amusements",NA,1993-02-26,NA,2
"Puzzle","Taito","Taito Corporation",NA,1995-03-01,NA,3
"Puzzle","Taito","Taito Corporation",NA,1995-01-01,NA,1
"Puzzle","Acclaim Entertainment","Distinctive Developments Ltd.",NA,1999-04-30,NA,4
"Puzzle","SNK","Taito Corporation",NA,1995-01-01,NA,1
"Puzzle","Acclaim Entertainment","Les Bird and Ruben Cabrera",NA,1998-01-01,NA,1
"Puzzle","Acclaim Entertainment","Taito Corporation",NA,1996-01-01,NA,1
"Puzzle","Acclaim Entertainment","Probe Entertainment Limited",NA,1998-02-01,NA,2
"Puzzle","Natsume","Taito Corporation",NA,1997-12-31,NA,12
"Puzzle","Empire Interactive","Taito Corporation",NA,2002-01-11,NA,1
"Puzzle","Taito","Probe Entertainment Limited",NA,1998-01-01,NA,1
"Puzzle","Acclaim Entertainment","Crawfish Interactive",NA,2000-04-27,NA,4
"Puzzle","Acclaim Entertainment","Taito Corporation",8.2,2000-05-31,NA,5
"Puzzle","Interplay","Taito Corporation",NA,2001-01-31,NA,1
"Puzzle","Taito","Taito Corporation",NA,2009-09-30,NA,9
"Puzzle","Acclaim Entertainment","Taito Corporation",NA,2000-10-27,NA,10
"Puzzle","Taito","Taito Corporation",NA,2009-07-06,NA,7
"Puzzle","Sony Computer Entertainment","Magenta Software",NA,2009-12-17,NA,12
"Puzzle","Hect","Unknown",NA,1999-05-27,NA,5
"Puzzle","Clef Inventor","Clef Inventor",NA,1997-11-06,NA,11
"Puzzle","Mumbo Jumbo","Freeze Tag",NA,2008-10-13,NA,10
"Puzzle","King.com","King.com",NA,2012-12-14,NA,12
"Puzzle","King.com","King.com",NA,2012-04-12,NA,4
"Puzzle","King.com","King.com",NA,2010-01-01,NA,1
"Puzzle","Microsoft","Segawa",NA,2010-12-11,NA,12
"Puzzle","Microsoft","glpeas",NA,2009-10-22,NA,10
"Puzzle","Unknown","White Birds Productions",7.5,NA,NA,NA
"Puzzle","Arika","Arika",NA,2000-01-27,NA,1
"Puzzle","Oberon Media","Oberon Media",NA,2008-01-28,NA,1
"Puzzle","GameHouse","GameHouse",NA,2006-05-25,NA,5
"Puzzle","Empire Interactive","Empire Interactive",7.4,2008-11-27,NA,11
"Puzzle","Eidos Interactive","Empire Interactive",NA,2007-03-12,NA,3
"Puzzle","Microsoft","North Squard",NA,2009-09-27,NA,9
"Puzzle","Triffix","Bits Studios",NA,1991-06-01,NA,6
"Puzzle","Triffix","Bits Studios",NA,1991-05-01,NA,5
"Puzzle","Nexoft","ASCII Entertainment",NA,1989-09-01,NA,9
"Puzzle","TikGames","TikGames",NA,2010-09-14,NA,9
"Puzzle","Unknown","TikGames",NA,NA,NA,NA
"Puzzle","Asmik Corp","ASK",NA,1990-09-01,NA,9
"Puzzle","Unknown","Nintendo",8.5,NA,NA,NA
"Puzzle","Unknown","Cyber Planet Interactive",NA,2020-12-31,NA,12
"Puzzle","Unknown","Cyber Planet Interactive",NA,NA,NA,NA
"Puzzle","Meridian4","2DEngine.com",NA,2008-10-25,NA,10
